age,annual_income,credit_score,employment_years,loan_amount,dti_ratio,num_credit_lines,previous_default,loan_purpose,home_ownership,approved
29,62700,614,24,20504,0.54,14,1,other,mortgage,0
47,37333,694,16,17371,0.79,14,0,debt_consolidation,rent,0
54,83949,698,14,21810,0.1,11,0,debt_consolidation,mortgage,1
64,76588,783,3,30036,0.35,2,0,home_improvement,rent,1
24,34347,781,5,16547,0.68,13,0,education,rent,0
56,69535,675,23,28203,0.37,12,0,other,rent,0
38,84931,641,29,10305,0.25,2,0,medical,mortgage,1
35,89547,626,21,9813,0.8,12,0,home_improvement,mortgage,0
33,58338,660,27,1900,0.7,10,0,other,mortgage,1
39,51048,645,5,4747,0.46,14,0,debt_consolidation,own,0
26,90681,724,9,46024,0.47,4,0,medical,mortgage,1
32,29745,713,3,24245,0.06,13,0,education,mortgage,0
57,70964,727,8,4103,0.79,9,0,other,rent,1
37,25749,780,15,42286,0.65,11,0,medical,mortgage,0
43,86634,829,6,1073,0.08,2,0,business,mortgage,1
46,53548,689,13,3497,0.18,11,0,business,mortgage,1
49,91714,767,26,30577,0.67,8,0,other,mortgage,1
53,72285,651,5,22012,0.12,11,1,home_improvement,mortgage,0
47,29419,774,0,9487,0.76,12,0,education,mortgage,0
45,95615,764,17,31023,0.8,1,0,home_improvement,own,1
30,98781,760,11,25877,0.71,12,0,medical,mortgage,1
43,82057,687,21,46567,0.6,8,0,education,rent,1
41,40960,626,26,7517,0.42,3,1,other,mortgage,0
41,52349,568,14,45584,0.11,14,0,home_improvement,mortgage,0
63,63635,676,0,47173,0.6,5,0,medical,mortgage,0
33,42407,802,14,42012,0.35,1,0,debt_consolidation,mortgage,1
57,102308,655,14,6615,0.48,1,0,medical,own,1
53,63608,742,26,11468,0.27,6,1,home_improvement,own,1
44,20000,747,15,11879,0.23,3,0,other,rent,1
64,68483,657,20,32955,0.29,8,0,other,rent,1
31,51296,785,0,14078,0.66,4,1,education,mortgage,0
37,58126,447,28,5590,0.37,6,0,education,own,1
24,50784,582,2,11910,0.28,13,0,debt_consolidation,rent,0
45,80176,606,11,45895,0.37,10,0,home_improvement,rent,1
50,87992,614,27,32976,0.07,12,0,other,rent,1
29,67076,706,27,22574,0.72,9,0,other,mortgage,1
41,51517,703,6,41652,0.46,14,0,debt_consolidation,mortgage,0
40,58966,711,4,23716,0.13,8,0,business,rent,1
39,60489,727,30,34430,0.27,4,1,other,mortgage,0
39,39939,603,27,9199,0.79,10,0,medical,rent,1
32,74473,582,30,34436,0.49,8,0,business,mortgage,1
57,71501,711,25,28740,0.27,7,0,business,rent,1
62,98511,629,0,10477,0.37,5,0,debt_consolidation,mortgage,1
37,91383,554,0,1160,0.24,7,0,debt_consolidation,rent,1
57,42858,757,14,44358,0.07,7,0,medical,mortgage,1
59,80507,791,7,45205,0.68,14,0,debt_consolidation,own,0
48,36226,804,10,7460,0.27,13,0,debt_consolidation,rent,1
61,77398,694,13,17401,0.68,10,0,debt_consolidation,rent,1
55,47084,730,28,36301,0.41,2,0,other,rent,1
38,34418,789,24,23894,0.19,7,0,debt_consolidation,mortgage,1
34,67001,628,22,38214,0.65,3,0,debt_consolidation,rent,1
55,20000,768,12,46927,0.33,8,0,business,mortgage,1
64,20000,702,18,39322,0.58,8,0,business,mortgage,1
61,55562,753,11,49036,0.68,9,1,medical,rent,0
27,62061,694,21,44277,0.77,11,1,education,rent,0
61,50767,783,18,3918,0.11,4,0,medical,mortgage,1
33,20514,697,25,47147,0.06,10,0,other,rent,1
38,39552,561,3,26629,0.46,3,0,other,rent,0
57,69780,796,27,17699,0.25,9,0,other,mortgage,1
33,74544,604,3,47900,0.4,9,0,home_improvement,rent,0
56,59594,780,2,8069,0.1,2,1,medical,own,1
51,88920,672,25,42279,0.43,6,0,medical,rent,1
22,69934,774,5,40190,0.14,3,0,debt_consolidation,mortgage,1
36,41313,770,4,5527,0.68,5,1,debt_consolidation,own,0
29,52987,714,10,20099,0.62,2,0,debt_consolidation,mortgage,1
29,24928,720,24,16622,0.11,4,0,education,rent,1
58,57296,713,8,27281,0.68,11,0,other,rent,0
31,87802,518,2,40433,0.29,3,0,debt_consolidation,mortgage,0
42,77132,689,28,40875,0.31,2,0,home_improvement,rent,1
53,95050,590,8,16531,0.18,6,0,business,own,1
56,52427,693,28,6132,0.68,11,0,home_improvement,rent,1
65,93652,588,11,30396,0.35,3,0,education,mortgage,1
43,55167,585,2,44239,0.09,4,0,debt_consolidation,rent,1
65,96789,808,19,42430,0.77,6,0,medical,mortgage,1
65,59453,765,16,28807,0.24,12,0,business,own,1
54,77680,679,20,40550,0.75,13,1,other,rent,0
29,96877,694,11,28196,0.28,12,0,education,rent,1
44,55164,660,24,16993,0.67,5,0,home_improvement,mortgage,1
28,65459,725,30,26958,0.55,4,0,debt_consolidation,mortgage,1
27,92221,625,17,48358,0.7,13,0,education,mortgage,0
56,56674,759,3,40513,0.78,14,0,education,own,0
38,26977,659,9,39402,0.7,12,0,medical,rent,0
23,113575,646,17,46335,0.35,4,0,other,mortgage,1
48,48255,681,29,40028,0.66,2,0,medical,mortgage,1
26,63968,632,7,15945,0.58,12,0,medical,mortgage,0
64,88900,706,8,18569,0.1,13,1,other,rent,0
64,44787,637,18,24379,0.75,10,0,home_improvement,mortgage,0
41,34803,717,12,39877,0.4,13,0,medical,rent,0
48,66343,777,30,23825,0.15,4,0,other,rent,1
60,20000,622,24,1915,0.37,12,0,education,mortgage,1
21,52802,669,5,24848,0.5,8,0,education,mortgage,1
56,66125,716,21,14669,0.48,5,0,other,rent,1
41,53251,645,6,10875,0.48,14,1,education,mortgage,0
63,21413,717,27,15853,0.24,14,0,business,own,0
55,99854,724,20,3425,0.52,14,1,business,rent,0
33,62588,766,5,33440,0.73,11,0,other,mortgage,0
30,95778,631,10,34193,0.34,10,0,other,rent,1
64,53499,604,16,35555,0.52,10,0,home_improvement,rent,0
30,37999,655,18,36352,0.23,8,1,other,rent,0
33,66729,602,27,38416,0.09,6,0,medical,own,1
57,54605,725,24,17552,0.49,12,0,education,rent,1
58,30555,587,11,34282,0.09,10,0,medical,mortgage,0
44,96744,850,20,37203,0.59,5,0,other,own,1
22,44443,783,20,38293,0.55,4,0,education,rent,1
42,20000,681,23,20000,0.33,10,0,business,mortgage,0
37,93204,749,26,31802,0.36,9,0,education,mortgage,1
56,47392,549,26,11569,0.74,10,0,home_improvement,mortgage,1
34,44804,850,12,26266,0.06,14,0,debt_consolidation,rent,1
30,20000,632,17,4204,0.47,5,0,education,rent,1
55,103523,670,28,8765,0.74,10,0,other,mortgage,1
45,27762,531,6,11696,0.74,11,0,home_improvement,rent,0
23,61461,718,24,25928,0.49,6,0,business,rent,1
58,82815,591,22,49910,0.34,7,0,business,mortgage,1
37,70542,688,27,15679,0.12,11,0,debt_consolidation,rent,1
32,58508,636,4,34885,0.18,12,0,other,mortgage,0
44,20000,593,28,35173,0.56,11,0,medical,mortgage,0
49,39756,615,15,45899,0.06,13,0,medical,mortgage,0
63,64695,698,21,48865,0.71,1,0,education,mortgage,0
45,40320,577,3,39182,0.49,9,0,business,own,0
56,65083,620,29,40109,0.08,12,0,home_improvement,mortgage,0
46,77043,733,27,5174,0.23,8,0,debt_consolidation,mortgage,1
58,84062,850,22,18061,0.5,12,0,medical,rent,1
21,29345,718,0,42510,0.08,11,0,education,mortgage,0
40,114916,606,3,26395,0.63,5,0,education,mortgage,1
48,79186,650,2,1213,0.74,3,0,business,mortgage,1
36,59957,682,28,35434,0.77,5,0,home_improvement,mortgage,1
37,87238,652,3,14276,0.6,5,0,home_improvement,own,1
60,119135,752,0,10085,0.69,9,0,medical,rent,1
48,24031,697,11,46036,0.51,7,0,education,rent,0
32,54368,752,12,29481,0.39,13,0,business,rent,0
47,20000,654,1,32276,0.58,2,0,home_improvement,rent,0
62,64816,786,27,25597,0.22,5,0,education,own,1
50,69134,666,26,23244,0.13,9,0,home_improvement,mortgage,1
61,59020,602,28,31601,0.62,14,0,debt_consolidation,rent,0
54,43636,850,8,35029,0.77,11,0,home_improvement,own,0
57,20000,534,30,22264,0.48,13,0,home_improvement,rent,0
26,69338,620,6,14890,0.41,2,0,education,mortgage,1
27,96385,629,12,47312,0.45,8,0,home_improvement,mortgage,0
52,45224,850,21,43852,0.41,12,0,home_improvement,mortgage,1
52,71001,824,1,48907,0.38,3,0,debt_consolidation,rent,1
45,20796,799,0,22058,0.76,4,0,home_improvement,own,0
53,71430,653,17,17121,0.41,2,0,home_improvement,mortgage,1
27,50165,850,6,38964,0.11,9,0,education,own,1
32,40939,709,17,38352,0.62,6,1,business,mortgage,0
36,40990,758,18,6021,0.34,9,0,debt_consolidation,rent,1
36,50159,694,7,23614,0.58,14,0,home_improvement,rent,0
63,69560,676,22,43950,0.48,11,0,business,rent,0
56,27195,659,11,46277,0.58,13,0,education,mortgage,0
33,50072,663,10,44420,0.1,13,0,debt_consolidation,own,0
27,58963,728,26,3631,0.08,8,0,other,rent,1
56,32524,709,29,7345,0.33,12,0,education,rent,1
29,104916,677,26,41864,0.57,9,1,business,own,0
52,38662,800,8,48674,0.22,5,0,debt_consolidation,mortgage,1
31,43264,442,27,27844,0.38,6,0,home_improvement,rent,0
28,35542,720,3,7300,0.79,7,1,business,rent,0
53,104962,737,6,39612,0.21,5,0,education,own,1
43,73822,771,16,19560,0.69,1,0,debt_consolidation,rent,1
45,36585,674,10,6362,0.67,9,1,business,own,0
28,87655,696,26,9097,0.72,2,1,other,own,1
65,65017,758,1,6599,0.74,7,1,business,mortgage,0
42,66431,799,22,26452,0.43,12,0,education,mortgage,1
24,51388,655,30,48373,0.56,8,0,education,rent,1
60,41264,701,17,5258,0.51,8,0,home_improvement,mortgage,1
23,68444,814,21,26530,0.28,1,0,home_improvement,mortgage,1
49,46372,510,28,7640,0.26,10,0,business,rent,1
61,105418,624,25,38056,0.31,7,0,education,rent,1
49,28267,797,11,18261,0.21,9,0,business,mortgage,1
54,98403,767,8,38827,0.62,11,0,medical,mortgage,0
54,57217,721,10,16141,0.77,14,0,other,rent,0
48,67477,644,4,27752,0.7,14,0,education,own,0
33,80828,609,25,24548,0.21,11,0,medical,own,1
35,44243,632,6,36368,0.09,3,0,medical,rent,0
43,81606,803,28,16902,0.62,8,0,education,mortgage,1
64,20000,629,0,28683,0.34,8,1,home_improvement,mortgage,0
46,42000,688,23,19792,0.67,9,0,business,mortgage,1
24,36898,619,24,38628,0.63,8,0,debt_consolidation,own,0
46,28662,747,30,43933,0.52,5,1,debt_consolidation,own,0
60,54626,636,28,3334,0.24,5,0,other,mortgage,1
29,69643,672,4,1767,0.13,3,0,education,rent,1
25,77566,545,5,32644,0.24,12,0,home_improvement,mortgage,0
52,66021,550,12,27992,0.43,6,0,home_improvement,mortgage,1
40,43357,680,10,30570,0.78,10,0,home_improvement,mortgage,0
31,69225,573,7,12737,0.1,3,0,debt_consolidation,mortgage,1
35,63107,848,19,14372,0.2,14,0,medical,mortgage,1
52,83401,515,1,27885,0.52,2,0,other,rent,0
48,79423,615,14,21590,0.28,7,0,debt_consolidation,mortgage,1
42,60761,681,9,40853,0.69,10,0,home_improvement,rent,0
61,37568,650,7,1744,0.15,3,0,debt_consolidation,mortgage,1
37,43676,591,1,28158,0.77,13,0,debt_consolidation,own,0
46,46255,603,20,21558,0.73,4,0,other,rent,1
64,52118,600,14,33259,0.72,14,0,business,mortgage,0
27,66701,657,28,22450,0.18,11,0,education,mortgage,1
62,77879,836,5,37929,0.3,10,1,medical,mortgage,0
46,58722,686,4,47589,0.65,8,0,business,rent,0
45,60403,774,21,10586,0.66,14,1,education,mortgage,0
30,63582,720,21,1286,0.58,1,0,home_improvement,own,1
65,47102,769,2,4247,0.39,9,0,other,own,1
39,36865,456,10,32974,0.28,14,0,other,mortgage,0
31,20000,655,10,44562,0.77,6,0,business,mortgage,0
33,42621,784,15,6099,0.15,2,0,education,rent,1
28,71828,634,2,17387,0.08,3,0,other,own,1
60,42427,820,8,49829,0.06,5,0,business,mortgage,1
24,54054,798,2,23319,0.63,11,0,other,mortgage,0
51,71660,642,18,1411,0.09,12,0,debt_consolidation,rent,1
48,73017,639,10,21729,0.45,6,1,debt_consolidation,mortgage,0
31,33011,598,13,21111,0.33,9,0,business,mortgage,1
63,84926,629,1,47566,0.16,2,0,business,rent,0
21,88183,581,6,16704,0.61,5,0,medical,rent,1
58,31753,714,9,11109,0.09,7,0,home_improvement,own,1
44,39404,563,9,2356,0.29,11,0,debt_consolidation,mortgage,0
51,89777,728,19,32172,0.47,12,0,other,own,1
61,56328,730,0,9349,0.35,11,0,business,mortgage,1
46,20000,547,5,18984,0.24,7,1,education,mortgage,0
25,25007,803,20,28460,0.74,4,0,other,mortgage,1
40,53765,721,13,39474,0.75,3,0,home_improvement,rent,0
61,30923,739,26,45449,0.36,13,1,education,rent,0
31,49664,619,1,8196,0.35,8,0,other,mortgage,1
53,60809,729,5,22457,0.28,13,0,home_improvement,mortgage,0
58,96556,770,0,14549,0.69,2,0,education,own,1
47,52738,672,2,10821,0.48,5,0,debt_consolidation,own,1
54,86813,840,3,36564,0.12,12,0,business,mortgage,1
35,95719,683,12,12073,0.69,10,0,other,rent,1
52,95857,771,2,8282,0.45,5,1,business,mortgage,1
41,67118,703,14,40719,0.36,1,0,medical,own,1
25,20000,726,12,20189,0.3,7,0,other,mortgage,1
26,71520,546,21,37848,0.12,4,0,business,own,1
58,86209,709,10,45430,0.77,10,0,other,mortgage,0
42,57973,621,3,10247,0.61,12,0,debt_consolidation,rent,0
38,103614,612,29,11771,0.15,2,1,home_improvement,rent,1
34,81495,819,16,44725,0.43,8,0,home_improvement,rent,1
30,74206,662,4,23234,0.47,4,0,business,mortgage,1
33,87159,599,20,24746,0.18,1,0,education,own,1
51,68334,651,24,35096,0.37,8,0,business,rent,1
50,20000,575,23,13236,0.53,13,0,other,mortgage,0
23,47521,794,30,36921,0.26,11,0,home_improvement,own,1
50,89929,624,7,25576,0.3,7,0,other,rent,1
26,39810,722,20,1166,0.14,3,0,medical,mortgage,1
49,54413,788,23,15652,0.36,3,0,home_improvement,mortgage,1
28,33879,639,29,20638,0.49,7,0,education,own,1
64,104598,722,9,22444,0.14,2,0,education,mortgage,1
65,102037,597,6,16233,0.51,5,0,medical,rent,1
63,37903,850,16,2885,0.35,7,0,other,rent,1
64,63682,754,27,31364,0.56,6,0,other,rent,1
53,42987,664,6,15708,0.29,10,0,other,rent,1
37,75373,618,26,41297,0.48,7,0,education,own,1
31,72742,670,23,34667,0.51,2,0,business,own,1
33,80292,652,18,36016,0.57,7,0,business,own,1
31,68297,836,8,45223,0.62,2,0,home_improvement,own,1
51,133385,581,23,4412,0.15,7,0,debt_consolidation,rent,1
48,34301,690,1,12769,0.77,14,0,business,rent,0
64,20000,678,21,16947,0.68,8,0,business,rent,1
26,50172,670,19,44147,0.47,10,1,other,rent,0
61,20800,671,18,7449,0.72,8,0,other,mortgage,1
36,22688,670,26,43179,0.34,5,0,medical,mortgage,1
24,34967,749,5,36900,0.08,7,0,business,mortgage,1
55,36945,728,9,41923,0.6,11,0,home_improvement,mortgage,0
46,36134,713,12,9136,0.76,8,0,other,rent,1
32,72955,437,30,34127,0.17,4,0,medical,mortgage,1
31,47345,703,24,7450,0.53,2,1,business,mortgage,1
57,55512,547,1,43999,0.66,7,0,home_improvement,rent,0
45,82355,731,9,25031,0.73,13,0,medical,mortgage,0
38,40841,797,9,32052,0.26,1,0,debt_consolidation,rent,1
39,53386,605,25,12346,0.15,12,0,other,own,1
43,69143,659,4,15852,0.24,2,0,home_improvement,own,1
58,20000,632,21,8067,0.48,10,0,business,mortgage,1
38,20000,778,3,32485,0.74,7,0,medical,mortgage,0
46,68652,687,22,10689,0.49,12,0,debt_consolidation,mortgage,1
26,72300,818,1,18801,0.74,12,1,home_improvement,own,0
24,111605,713,6,41535,0.63,10,0,debt_consolidation,mortgage,0
64,63952,699,17,25272,0.5,13,0,home_improvement,rent,0
49,80493,685,16,4763,0.07,1,0,business,own,1
54,55113,745,10,40696,0.3,7,0,home_improvement,mortgage,1
37,67430,540,20,31075,0.09,5,0,business,own,1
63,101681,686,17,29692,0.29,14,0,home_improvement,rent,1
63,20000,674,7,27549,0.1,11,1,medical,rent,0
36,70340,738,27,1878,0.18,3,0,home_improvement,own,1
22,113389,664,27,29848,0.36,11,0,home_improvement,rent,1
54,67050,596,11,31741,0.44,2,0,education,rent,1
28,101264,680,23,20268,0.21,7,0,education,rent,1
33,44269,593,0,11787,0.6,9,0,home_improvement,rent,0
62,59198,525,19,42620,0.49,9,0,education,rent,0
28,60838,738,29,32671,0.57,14,0,business,mortgage,0
50,20000,726,24,12336,0.6,10,1,education,mortgage,0
52,30795,717,20,28738,0.6,10,0,home_improvement,mortgage,1
56,32578,784,11,14487,0.75,8,0,other,mortgage,1
50,80551,626,26,41139,0.23,2,0,debt_consolidation,rent,1
21,81803,565,25,35037,0.25,1,0,other,mortgage,1
63,68100,674,28,13898,0.12,8,0,other,mortgage,1
59,80602,652,5,18678,0.49,2,0,other,rent,1
37,55896,612,2,44051,0.35,4,0,other,rent,0
40,90048,673,4,19141,0.42,12,1,debt_consolidation,mortgage,0
44,60219,631,13,11156,0.18,4,0,home_improvement,rent,1
42,61446,533,11,25160,0.54,2,0,home_improvement,mortgage,0
49,53360,644,12,13835,0.51,4,1,debt_consolidation,mortgage,0
42,77111,589,12,10383,0.25,7,0,medical,rent,1
64,49470,698,28,40346,0.4,6,0,education,own,1
29,84410,627,16,25564,0.72,10,0,medical,mortgage,1
57,31696,768,23,43013,0.63,6,0,business,rent,1
30,32527,808,26,20225,0.22,4,0,other,mortgage,1
56,77185,734,14,39484,0.71,2,1,other,rent,0
57,57786,555,5,20946,0.1,5,0,debt_consolidation,mortgage,1
48,48652,800,11,29280,0.36,11,0,debt_consolidation,rent,1
48,82251,806,1,43782,0.11,13,0,medical,mortgage,1
62,44818,681,3,27295,0.74,3,0,business,rent,0
63,54994,785,19,33700,0.08,3,0,medical,own,1
41,94980,635,24,48888,0.16,4,0,business,mortgage,1
44,98478,530,24,36536,0.74,11,0,home_improvement,rent,0
62,99309,619,20,33609,0.49,11,0,other,own,1
60,52946,818,11,49509,0.65,5,0,home_improvement,rent,0
22,90767,560,2,10751,0.06,11,0,debt_consolidation,own,1
28,36276,679,16,9928,0.36,2,0,home_improvement,own,1
47,37327,682,5,7142,0.79,6,0,medical,mortgage,1
42,20000,638,23,46955,0.48,6,0,business,rent,1
57,101821,644,16,17257,0.69,8,1,debt_consolidation,rent,0
47,38400,685,26,23650,0.77,2,0,home_improvement,own,1
49,56836,635,16,39181,0.56,8,0,debt_consolidation,mortgage,0
23,37241,566,30,24212,0.3,8,0,debt_consolidation,mortgage,1
64,77379,697,10,3190,0.28,4,0,business,own,1
33,50609,765,22,2002,0.1,7,0,medical,mortgage,1
65,27379,749,6,44945,0.37,13,0,other,mortgage,0
30,71041,615,1,43882,0.74,7,1,medical,rent,0
56,24156,579,18,24038,0.41,1,0,education,rent,0
29,39064,657,1,9094,0.73,14,0,medical,rent,0
47,20000,805,21,23451,0.66,13,0,home_improvement,rent,0
54,24401,731,28,4752,0.79,14,0,education,mortgage,1
21,64463,736,12,21521,0.76,1,0,education,own,1
52,20000,751,23,28768,0.58,8,1,education,own,0
45,22971,713,23,29410,0.7,11,0,education,rent,0
49,59940,689,15,38206,0.61,1,0,medical,mortgage,0
27,46409,732,30,5427,0.58,3,0,education,own,1
23,109800,636,16,6556,0.59,6,0,home_improvement,own,1
40,105847,566,10,42300,0.59,8,0,home_improvement,mortgage,0
40,38301,737,8,19772,0.33,5,0,debt_consolidation,rent,1
50,73928,779,26,29063,0.37,5,1,home_improvement,rent,1
55,78732,590,23,40760,0.27,4,0,other,mortgage,1
55,45063,745,8,23709,0.16,14,1,debt_consolidation,mortgage,0
59,22611,814,28,16319,0.39,4,0,home_improvement,rent,1
47,59692,679,13,6383,0.72,7,1,education,mortgage,0
46,55678,614,12,2233,0.54,6,1,business,mortgage,0
34,49105,689,24,28146,0.09,8,0,education,own,1
37,71057,635,10,25713,0.66,11,0,medical,rent,0
38,41231,630,11,49345,0.75,14,1,debt_consolidation,mortgage,0
65,31200,714,21,44758,0.67,6,0,business,rent,0
49,62727,551,2,15789,0.6,11,0,home_improvement,rent,0
40,69649,564,0,3930,0.16,10,0,education,mortgage,1
47,30583,681,26,13112,0.31,7,0,debt_consolidation,own,1
38,83202,678,7,13374,0.47,10,0,debt_consolidation,rent,1
24,20000,707,25,32012,0.11,14,0,home_improvement,rent,0
21,45547,830,18,19523,0.13,10,0,debt_consolidation,mortgage,1
21,53549,688,12,25783,0.75,5,0,home_improvement,own,1
46,44094,727,6,16563,0.58,6,0,home_improvement,mortgage,1
65,45873,601,12,44193,0.26,1,1,education,mortgage,0
40,106776,741,25,11042,0.3,3,0,debt_consolidation,own,1
43,38727,637,5,44163,0.34,12,0,medical,mortgage,0
30,121030,685,2,23820,0.11,8,0,medical,mortgage,1
31,70928,671,5,32252,0.6,3,0,education,rent,1
61,62301,762,27,3208,0.18,14,1,education,rent,1
61,71906,575,2,41321,0.65,1,0,home_improvement,rent,0
25,123248,497,12,14796,0.68,3,0,medical,rent,1
21,35160,662,30,39390,0.53,12,0,debt_consolidation,rent,0
37,31989,717,12,26426,0.63,4,1,medical,own,0
42,41128,692,29,23670,0.18,8,0,education,rent,1
54,60803,778,24,25320,0.48,9,0,education,rent,1
65,20000,714,12,21074,0.56,4,0,home_improvement,rent,1
61,60558,634,0,28931,0.55,13,0,debt_consolidation,rent,0
49,102338,493,28,19993,0.14,12,0,education,own,1
24,63785,661,7,33991,0.31,7,0,other,rent,1
25,52682,762,4,16003,0.29,1,0,debt_consolidation,mortgage,1
31,44545,648,30,48496,0.48,9,0,medical,rent,0
41,82462,682,19,15743,0.62,11,0,home_improvement,mortgage,1
55,39354,713,16,15007,0.48,12,0,medical,rent,1
32,106159,598,8,25300,0.62,4,0,other,mortgage,1
46,108333,729,12,46352,0.12,14,0,education,rent,1
39,66418,810,24,42282,0.71,14,0,education,mortgage,1
65,59712,666,12,17175,0.45,9,1,debt_consolidation,rent,0
27,85766,589,4,6973,0.08,14,0,education,mortgage,0
27,87369,674,13,10703,0.53,3,0,other,rent,1
46,39850,502,10,33313,0.44,11,0,debt_consolidation,rent,0
60,46836,706,24,19470,0.22,13,1,other,own,0
25,26941,716,30,30176,0.62,5,0,business,mortgage,1
41,70226,814,25,24280,0.75,1,0,education,mortgage,1
34,76665,664,13,24867,0.29,11,0,medical,own,1
24,26251,712,24,41431,0.42,3,0,medical,mortgage,1
43,48620,611,6,22845,0.15,5,0,debt_consolidation,mortgage,1
62,26318,651,23,17241,0.75,6,0,other,own,0
40,37530,557,16,36055,0.29,13,0,other,mortgage,0
35,73775,664,3,9878,0.2,8,0,other,rent,1
65,41662,655,9,11209,0.41,1,0,other,own,1
49,52479,703,9,29499,0.08,3,0,business,mortgage,1
28,20000,630,14,38603,0.24,1,0,education,own,1
61,64674,686,19,36302,0.1,5,1,other,mortgage,0
39,58893,653,11,12004,0.15,8,0,home_improvement,mortgage,1
59,41776,653,8,31587,0.13,4,0,home_improvement,mortgage,1
48,55274,686,2,34390,0.7,13,0,medical,rent,0
47,64507,683,14,29400,0.75,11,0,education,rent,0
24,39628,740,11,11975,0.41,9,0,home_improvement,rent,1
35,23093,670,25,13585,0.52,6,0,debt_consolidation,mortgage,1
55,105139,652,14,7876,0.57,6,1,education,rent,0
57,44168,665,25,49104,0.34,11,0,medical,rent,0
21,57580,622,0,14599,0.33,5,0,business,rent,1
23,85270,651,14,26239,0.56,13,0,debt_consolidation,rent,0
44,148226,842,10,44906,0.33,10,0,debt_consolidation,rent,1
47,28887,606,4,21378,0.49,5,0,other,rent,0
60,71245,657,6,27568,0.44,11,0,education,rent,0
56,42311,649,11,32510,0.44,7,0,business,mortgage,0
54,46530,660,19,36462,0.67,8,1,debt_consolidation,mortgage,0
49,41994,653,24,21688,0.58,7,0,business,mortgage,1
44,31858,702,5,22796,0.77,1,0,medical,own,0
44,58967,543,21,42478,0.64,1,1,debt_consolidation,mortgage,0
62,23137,762,2,31796,0.16,10,0,home_improvement,mortgage,1
24,83670,730,9,21817,0.6,6,0,medical,mortgage,1
23,61375,580,25,11061,0.55,3,0,medical,rent,1
54,70560,498,20,25401,0.53,13,0,other,mortgage,0
43,48345,601,25,4810,0.41,12,0,debt_consolidation,rent,1
43,50819,660,21,34680,0.1,9,0,home_improvement,rent,1
65,67189,850,29,24826,0.76,11,1,business,rent,0
25,30898,723,3,5902,0.69,7,0,home_improvement,mortgage,1
51,51050,535,12,20612,0.42,2,0,medical,own,1
61,38509,624,18,11663,0.17,12,0,debt_consolidation,rent,1
26,37735,675,4,14967,0.67,14,0,home_improvement,mortgage,0
57,20000,700,22,48776,0.37,3,0,home_improvement,own,1
30,93483,574,26,41536,0.34,8,0,medical,rent,1
60,42836,669,21,6135,0.55,13,0,business,own,1
27,89084,622,17,15072,0.62,14,0,home_improvement,own,0
59,86719,591,0,42057,0.1,1,0,other,rent,0
58,27850,700,20,21417,0.63,5,0,home_improvement,rent,1
41,32789,741,20,7443,0.6,10,0,education,mortgage,1
40,124012,747,27,38610,0.49,1,0,medical,mortgage,1
23,103773,725,15,22925,0.3,12,0,education,rent,1
42,59212,640,15,31002,0.17,9,0,medical,own,1
24,66434,737,15,37795,0.13,7,0,medical,rent,1
48,44228,704,27,31993,0.05,5,0,education,own,1
32,70808,690,21,1260,0.2,6,0,business,own,1
58,42070,631,18,10127,0.36,11,0,business,rent,1
56,20000,640,15,37978,0.23,3,0,medical,rent,1
61,26961,685,0,25843,0.28,3,0,education,rent,1
25,60527,850,30,33840,0.34,7,0,home_improvement,own,1
33,31723,704,19,38879,0.28,7,0,medical,mortgage,1
43,58318,631,19,3921,0.59,7,0,other,mortgage,1
50,33133,613,9,44413,0.42,2,0,medical,mortgage,0
57,40441,640,1,4888,0.06,2,0,debt_consolidation,mortgage,1
45,81329,850,13,1177,0.22,11,0,business,rent,1
47,66187,648,7,8426,0.58,12,0,education,mortgage,1
34,59758,752,5,5495,0.28,5,0,home_improvement,rent,1
56,81974,649,27,34037,0.74,4,0,other,mortgage,1
59,72015,700,2,11047,0.58,7,0,home_improvement,mortgage,1
36,96164,743,30,19039,0.27,3,0,other,own,1
42,48503,634,15,36301,0.44,5,0,medical,own,1
41,49259,628,16,49707,0.55,2,0,home_improvement,rent,1
41,27472,812,11,46114,0.2,1,1,home_improvement,rent,0
28,49275,758,26,22366,0.23,9,0,medical,mortgage,1
36,84119,743,18,21745,0.43,13,0,business,mortgage,1
51,92499,742,23,44082,0.74,4,0,debt_consolidation,rent,1
62,84007,716,19,12353,0.31,8,0,business,rent,1
30,20000,841,2,26080,0.35,13,0,business,rent,0
52,87078,683,12,19788,0.19,12,1,debt_consolidation,mortgage,0
54,20000,726,15,35969,0.49,7,0,medical,mortgage,1
29,82452,563,10,6659,0.61,14,0,business,own,0
37,50805,614,19,34921,0.38,12,0,education,mortgage,0
31,77563,583,26,5161,0.61,1,0,education,mortgage,1
52,26688,781,15,16503,0.28,10,0,debt_consolidation,rent,1
30,89279,475,30,28003,0.58,11,0,education,mortgage,0
42,23375,647,19,25982,0.24,7,0,medical,own,1
37,43288,440,1,4478,0.64,2,1,home_improvement,rent,0
24,35047,613,3,29620,0.67,3,1,medical,rent,0
45,20000,640,26,36129,0.65,14,0,debt_consolidation,mortgage,0
41,62363,790,27,28172,0.21,1,0,home_improvement,rent,1
57,105152,711,24,11160,0.57,7,0,education,mortgage,1
58,126672,613,3,36214,0.45,3,1,business,mortgage,0
21,62428,765,27,12931,0.79,6,0,education,mortgage,1
45,87917,681,16,32170,0.32,12,0,medical,mortgage,0
